ResourceID,Geo,Period,Label1,Label2,Label3,Value,Unit,Measure,Multiplier
CPWEE1,,2016-12-25,Under 30,,,18,Number,Registered deaths,0
CPWEE1,,2017-01-01,30 to 59,,,68,Number,Registered deaths,0
CPWEE1,,2017-01-01,60 to 79,,,211,Number,Registered deaths,0
CPWEE1,,2017-01-01,80 and over,,,295,Number,Registered deaths,0
CPWEE1,,2017-01-01,Total,,,602,Number,Registered deaths,0
CPWEE1,,2017-01-01,Under 30,,,28,Number,Registered deaths,0
CPWEE1,,2017-01-08,30 to 59,,,73,Number,Registered deaths,0
CPWEE1,,2017-01-08,60 to 79,,,175,Number,Registered deaths,0
CPWEE1,,2017-01-08,80 and over,,,266,Number,Registered deaths,0
CPWEE1,,2017-01-08,Total,,,528,Number,Registered deaths,0
CPWEE1,,2017-01-08,Under 30,,,14,Number,Registered deaths,0
CPWEE1,,2017-01-15,30 to 59,,,72,Number,Registered deaths,0
CPWEE1,,2017-01-15,60 to 79,,,220,Number,Registered deaths,0
CPWEE1,,2017-01-15,80 and over,,,298,Number,Registered deaths,0
CPWEE1,,2017-01-15,Total,,,601,Number,Registered deaths,0
CPWEE1,,2017-01-15,Under 30,,,11,Number,Registered deaths,0
CPWEE1,,2017-01-22,30 to 59,,,61,Number,Registered deaths,0
CPWEE1,,2017-01-22,60 to 79,,,203,Number,Registered deaths,0
CPWEE1,,2017-01-22,80 and over,,,270,Number,Registered deaths,0
CPWEE1,,2017-01-22,Total,,,557,Number,Registered deaths,0
CPWEE1,,2017-01-22,Under 30,,,23,Number,Registered deaths,0
CPWEE1,,2017-01-29,30 to 59,,,83,Number,Registered deaths,0
CPWEE1,,2017-01-29,60 to 79,,,208,Number,Registered deaths,0
CPWEE1,,2017-01-29,80 and over,,,303,Number,Registered deaths,0
CPWEE1,,2017-01-29,Total,,,608,Number,Registered deaths,0
CPWEE1,,2017-01-29,Under 30,,,14,Number,Registered deaths,0
CPWEE1,,2017-02-05,30 to 59,,,79,Number,Registered deaths,0
CPWEE1,,2017-02-05,60 to 79,,,187,Number,Registered deaths,0
CPWEE1,,2017-02-05,80 and over,,,300,Number,Registered deaths,0
CPWEE1,,2017-02-05,Total,,,591,Number,Registered deaths,0
CPWEE1,,2017-02-05,Under 30,,,25,Number,Registered deaths,0
CPWEE1,,2017-02-12,30 to 59,,,57,Number,Registered deaths,0
CPWEE1,,2017-02-12,60 to 79,,,215,Number,Registered deaths,0
CPWEE1,,2017-02-12,80 and over,,,282,Number,Registered deaths,0
CPWEE1,,2017-02-12,Total,,,564,Number,Registered deaths,0
CPWEE1,,2017-02-12,Under 30,,,10,Number,Registered deaths,0
CPWEE1,,2017-02-19,30 to 59,,,71,Number,Registered deaths,0
CPWEE1,,2017-02-19,60 to 79,,,200,Number,Registered deaths,0
CPWEE1,,2017-02-19,80 and over,,,286,Number,Registered deaths,0
CPWEE1,,2017-02-19,Total,,,571,Number,Registered deaths,0
CPWEE1,,2017-02-19,Under 30,,,14,Number,Registered deaths,0
CPWEE1,,2017-02-26,30 to 59,,,73,Number,Registered deaths,0
CPWEE1,,2017-02-26,60 to 79,,,205,Number,Registered deaths,0
CPWEE1,,2017-02-26,80 and over,,,292,Number,Registered deaths,0
CPWEE1,,2017-02-26,Total,,,580,Number,Registered deaths,0
CPWEE1,,2017-02-26,Under 30,,,10,Number,Registered deaths,0
CPWEE1,,2017-03-05,30 to 59,,,72,Number,Registered deaths,0
CPWEE1,,2017-03-05,60 to 79,,,223,Number,Registered deaths,0
CPWEE1,,2017-03-05,80 and over,,,263,Number,Registered deaths,0
CPWEE1,,2017-03-05,Total,,,571,Number,Registered deaths,0
CPWEE1,,2017-03-05,Under 30,,,13,Number,Registered deaths,0
CPWEE1,,2017-03-12,30 to 59,,,61,Number,Registered deaths,0
CPWEE1,,2017-03-12,60 to 79,,,214,Number,Registered deaths,0
CPWEE1,,2017-03-12,80 and over,,,307,Number,Registered deaths,0
CPWEE1,,2017-03-12,Total,,,599,Number,Registered deaths,0
CPWEE1,,2017-03-12,Under 30,,,17,Number,Registered deaths,0
CPWEE1,,2017-03-19,30 to 59,,,66,Number,Registered deaths,0
CPWEE1,,2017-03-19,60 to 79,,,204,Number,Registered deaths,0
CPWEE1,,2017-03-19,80 and over,,,292,Number,Registered deaths,0
CPWEE1,,2017-03-19,Total,,,571,Number,Registered deaths,0
CPWEE1,,2017-03-19,Under 30,,,9,Number,Registered deaths,0
CPWEE1,,2017-03-26,30 to 59,,,66,Number,Registered deaths,0
CPWEE1,,2017-03-26,60 to 79,,,230,Number,Registered deaths,0
CPWEE1,,2017-03-26,80 and over,,,279,Number,Registered deaths,0
CPWEE1,,2017-03-26,Total,,,593,Number,Registered deaths,0
CPWEE1,,2017-03-26,Under 30,,,18,Number,Registered deaths,0
CPWEE1,,2017-04-02,30 to 59,,,94,Number,Registered deaths,0
CPWEE1,,2017-04-02,60 to 79,,,200,Number,Registered deaths,0
CPWEE1,,2017-04-02,80 and over,,,280,Number,Registered deaths,0
CPWEE1,,2017-04-02,Total,,,596,Number,Registered deaths,0
CPWEE1,,2017-04-02,Under 30,,,22,Number,Registered deaths,0
CPWEE1,,2017-04-09,30 to 59,,,68,Number,Registered deaths,0
CPWEE1,,2017-04-09,60 to 79,,,215,Number,Registered deaths,0
CPWEE1,,2017-04-09,80 and over,,,295,Number,Registered deaths,0
CPWEE1,,2017-04-09,Total,,,596,Number,Registered deaths,0
CPWEE1,,2017-04-09,Under 30,,,18,Number,Registered deaths,0
CPWEE1,,2017-04-16,30 to 59,,,72,Number,Registered deaths,0
CPWEE1,,2017-04-16,60 to 79,,,223,Number,Registered deaths,0
CPWEE1,,2017-04-16,80 and over,,,259,Number,Registered deaths,0
CPWEE1,,2017-04-16,Total,,,570,Number,Registered deaths,0
CPWEE1,,2017-04-16,Under 30,,,16,Number,Registered deaths,0
CPWEE1,,2017-04-23,30 to 59,,,85,Number,Registered deaths,0
CPWEE1,,2017-04-23,60 to 79,,,231,Number,Registered deaths,0
CPWEE1,,2017-04-23,80 and over,,,259,Number,Registered deaths,0
CPWEE1,,2017-04-23,Total,,,592,Number,Registered deaths,0
CPWEE1,,2017-04-23,Under 30,,,17,Number,Registered deaths,0
CPWEE1,,2017-04-30,30 to 59,,,84,Number,Registered deaths,0
CPWEE1,,2017-04-30,60 to 79,,,215,Number,Registered deaths,0
CPWEE1,,2017-04-30,80 and over,,,314,Number,Registered deaths,0
CPWEE1,,2017-04-30,Total,,,629,Number,Registered deaths,0
CPWEE1,,2017-04-30,Under 30,,,16,Number,Registered deaths,0
CPWEE1,,2017-05-07,30 to 59,,,67,Number,Registered deaths,0
CPWEE1,,2017-05-07,60 to 79,,,210,Number,Registered deaths,0
CPWEE1,,2017-05-07,80 and over,,,342,Number,Registered deaths,0
CPWEE1,,2017-05-07,Total,,,632,Number,Registered deaths,0
CPWEE1,,2017-05-07,Under 30,,,13,Number,Registered deaths,0
CPWEE1,,2017-05-14,30 to 59,,,69,Number,Registered deaths,0
CPWEE1,,2017-05-14,60 to 79,,,218,Number,Registered deaths,0
CPWEE1,,2017-05-14,80 and over,,,323,Number,Registered deaths,0
CPWEE1,,2017-05-14,Total,,,628,Number,Registered deaths,0
CPWEE1,,2017-05-14,Under 30,,,18,Number,Registered deaths,0
CPWEE1,,2017-05-21,30 to 59,,,67,Number,Registered deaths,0
CPWEE1,,2017-05-21,60 to 79,,,234,Number,Registered deaths,0
CPWEE1,,2017-05-21,80 and over,,,307,Number,Registered deaths,0
CPWEE1,,2017-05-21,Total,,,619,Number,Registered deaths,0
CPWEE1,,2017-05-21,Under 30,,,11,Number,Registered deaths,0
CPWEE1,,2017-05-28,30 to 59,,,66,Number,Registered deaths,0
CPWEE1,,2017-05-28,60 to 79,,,227,Number,Registered deaths,0
CPWEE1,,2017-05-28,80 and over,,,366,Number,Registered deaths,0
CPWEE1,,2017-05-28,Total,,,679,Number,Registered deaths,0
CPWEE1,,2017-05-28,Under 30,,,20,Number,Registered deaths,0
CPWEE1,,2017-06-04,30 to 59,,,75,Number,Registered deaths,0
CPWEE1,,2017-06-04,60 to 79,,,222,Number,Registered deaths,0
CPWEE1,,2017-06-04,80 and over,,,368,Number,Registered deaths,0
CPWEE1,,2017-06-04,Total,,,682,Number,Registered deaths,0
CPWEE1,,2017-06-04,Under 30,,,17,Number,Registered deaths,0
CPWEE1,,2017-06-11,30 to 59,,,69,Number,Registered deaths,0
CPWEE1,,2017-06-11,60 to 79,,,217,Number,Registered deaths,0
CPWEE1,,2017-06-11,80 and over,,,354,Number,Registered deaths,0
CPWEE1,,2017-06-11,Total,,,660,Number,Registered deaths,0
CPWEE1,,2017-06-11,Under 30,,,20,Number,Registered deaths,0
CPWEE1,,2017-06-18,30 to 59,,,94,Number,Registered deaths,0
CPWEE1,,2017-06-18,60 to 79,,,231,Number,Registered deaths,0
CPWEE1,,2017-06-18,80 and over,,,372,Number,Registered deaths,0
CPWEE1,,2017-06-18,Total,,,719,Number,Registered deaths,0
CPWEE1,,2017-06-18,Under 30,,,22,Number,Registered deaths,0
CPWEE1,,2017-06-25,30 to 59,,,64,Number,Registered deaths,0
CPWEE1,,2017-06-25,60 to 79,,,248,Number,Registered deaths,0
CPWEE1,,2017-06-25,80 and over,,,392,Number,Registered deaths,0
CPWEE1,,2017-06-25,Total,,,727,Number,Registered deaths,0
CPWEE1,,2017-06-25,Under 30,,,23,Number,Registered deaths,0
CPWEE1,,2017-07-02,30 to 59,,,76,Number,Registered deaths,0
CPWEE1,,2017-07-02,60 to 79,,,221,Number,Registered deaths,0
CPWEE1,,2017-07-02,80 and over,,,378,Number,Registered deaths,0
CPWEE1,,2017-07-02,Total,,,695,Number,Registered deaths,0
CPWEE1,,2017-07-02,Under 30,,,20,Number,Registered deaths,0
CPWEE1,,2017-07-09,30 to 59,,,90,Number,Registered deaths,0
CPWEE1,,2017-07-09,60 to 79,,,228,Number,Registered deaths,0
CPWEE1,,2017-07-09,80 and over,,,396,Number,Registered deaths,0
CPWEE1,,2017-07-09,Total,,,738,Number,Registered deaths,0
CPWEE1,,2017-07-09,Under 30,,,23,Number,Registered deaths,0
CPWEE1,,2017-07-16,30 to 59,,,70,Number,Registered deaths,0
CPWEE1,,2017-07-16,60 to 79,,,225,Number,Registered deaths,0
CPWEE1,,2017-07-16,80 and over,,,386,Number,Registered deaths,0
CPWEE1,,2017-07-16,Total,,,700,Number,Registered deaths,0
CPWEE1,,2017-07-16,Under 30,,,19,Number,Registered deaths,0
CPWEE1,,2017-07-23,30 to 59,,,77,Number,Registered deaths,0
CPWEE1,,2017-07-23,60 to 79,,,249,Number,Registered deaths,0
CPWEE1,,2017-07-23,80 and over,,,465,Number,Registered deaths,0
CPWEE1,,2017-07-23,Total,,,806,Number,Registered deaths,0
CPWEE1,,2017-07-23,Under 30,,,15,Number,Registered deaths,0
CPWEE1,,2017-07-30,30 to 59,,,87,Number,Registered deaths,0
CPWEE1,,2017-07-30,60 to 79,,,262,Number,Registered deaths,0
CPWEE1,,2017-07-30,80 and over,,,475,Number,Registered deaths,0
CPWEE1,,2017-07-30,Total,,,839,Number,Registered deaths,0
CPWEE1,,2017-07-30,Under 30,,,15,Number,Registered deaths,0
CPWEE1,,2017-08-06,30 to 59,,,94,Number,Registered deaths,0
CPWEE1,,2017-08-06,60 to 79,,,282,Number,Registered deaths,0
CPWEE1,,2017-08-06,80 and over,,,473,Number,Registered deaths,0
CPWEE1,,2017-08-06,Total,,,864,Number,Registered deaths,0
CPWEE1,,2017-08-06,Under 30,,,15,Number,Registered deaths,0
CPWEE1,,2017-08-13,30 to 59,,,79,Number,Registered deaths,0
CPWEE1,,2017-08-13,60 to 79,,,272,Number,Registered deaths,0
CPWEE1,,2017-08-13,80 and over,,,423,Number,Registered deaths,0
CPWEE1,,2017-08-13,Total,,,810,Number,Registered deaths,0
CPWEE1,,2017-08-13,Under 30,,,36,Number,Registered deaths,0
CPWEE1,,2017-08-20,30 to 59,,,71,Number,Registered deaths,0
CPWEE1,,2017-08-20,60 to 79,,,257,Number,Registered deaths,0
CPWEE1,,2017-08-20,80 and over,,,401,Number,Registered deaths,0
CPWEE1,,2017-08-20,Total,,,740,Number,Registered deaths,0
CPWEE1,,2017-08-20,Under 30,,,11,Number,Registered deaths,0
CPWEE1,,2017-08-27,30 to 59,,,64,Number,Registered deaths,0
CPWEE1,,2017-08-27,60 to 79,,,238,Number,Registered deaths,0
CPWEE1,,2017-08-27,80 and over,,,385,Number,Registered deaths,0
CPWEE1,,2017-08-27,Total,,,709,Number,Registered deaths,0
CPWEE1,,2017-08-27,Under 30,,,22,Number,Registered deaths,0
CPWEE1,,2017-09-03,30 to 59,,,71,Number,Registered deaths,0
CPWEE1,,2017-09-03,60 to 79,,,238,Number,Registered deaths,0
CPWEE1,,2017-09-03,80 and over,,,387,Number,Registered deaths,0
CPWEE1,,2017-09-03,Total,,,717,Number,Registered deaths,0
CPWEE1,,2017-09-03,Under 30,,,21,Number,Registered deaths,0
CPWEE1,,2017-09-10,30 to 59,,,61,Number,Registered deaths,0
CPWEE1,,2017-09-10,60 to 79,,,251,Number,Registered deaths,0
CPWEE1,,2017-09-10,80 and over,,,355,Number,Registered deaths,0
CPWEE1,,2017-09-10,Total,,,687,Number,Registered deaths,0
CPWEE1,,2017-09-10,Under 30,,,20,Number,Registered deaths,0
CPWEE1,,2017-09-17,30 to 59,,,97,Number,Registered deaths,0
CPWEE1,,2017-09-17,60 to 79,,,230,Number,Registered deaths,0
CPWEE1,,2017-09-17,80 and over,,,355,Number,Registered deaths,0
CPWEE1,,2017-09-17,Total,,,699,Number,Registered deaths,0
CPWEE1,,2017-09-17,Under 30,,,17,Number,Registered deaths,0
CPWEE1,,2017-09-24,30 to 59,,,73,Number,Registered deaths,0
CPWEE1,,2017-09-24,60 to 79,,,230,Number,Registered deaths,0
CPWEE1,,2017-09-24,80 and over,,,345,Number,Registered deaths,0
CPWEE1,,2017-09-24,Total,,,665,Number,Registered deaths,0
CPWEE1,,2017-09-24,Under 30,,,17,Number,Registered deaths,0
CPWEE1,,2017-10-01,30 to 59,,,73,Number,Registered deaths,0
CPWEE1,,2017-10-01,60 to 79,,,210,Number,Registered deaths,0
CPWEE1,,2017-10-01,80 and over,,,341,Number,Registered deaths,0
CPWEE1,,2017-10-01,Total,,,640,Number,Registered deaths,0
CPWEE1,,2017-10-01,Under 30,,,16,Number,Registered deaths,0
CPWEE1,,2017-10-08,30 to 59,,,65,Number,Registered deaths,0
CPWEE1,,2017-10-08,60 to 79,,,225,Number,Registered deaths,0
CPWEE1,,2017-10-08,80 and over,,,323,Number,Registered deaths,0
CPWEE1,,2017-10-08,Total,,,637,Number,Registered deaths,0
CPWEE1,,2017-10-08,Under 30,,,24,Number,Registered deaths,0
CPWEE1,,2017-10-15,30 to 59,,,68,Number,Registered deaths,0
CPWEE1,,2017-10-15,60 to 79,,,250,Number,Registered deaths,0
CPWEE1,,2017-10-15,80 and over,,,306,Number,Registered deaths,0
CPWEE1,,2017-10-15,Total,,,635,Number,Registered deaths,0
CPWEE1,,2017-10-15,Under 30,,,11,Number,Registered deaths,0
CPWEE1,,2017-10-22,30 to 59,,,71,Number,Registered deaths,0
CPWEE1,,2017-10-22,60 to 79,,,220,Number,Registered deaths,0
CPWEE1,,2017-10-22,80 and over,,,323,Number,Registered deaths,0
CPWEE1,,2017-10-22,Total,,,624,Number,Registered deaths,0
CPWEE1,,2017-10-22,Under 30,,,10,Number,Registered deaths,0
CPWEE1,,2017-10-29,30 to 59,,,69,Number,Registered deaths,0
CPWEE1,,2017-10-29,60 to 79,,,223,Number,Registered deaths,0
CPWEE1,,2017-10-29,80 and over,,,327,Number,Registered deaths,0
CPWEE1,,2017-10-29,Total,,,633,Number,Registered deaths,0
CPWEE1,,2017-10-29,Under 30,,,14,Number,Registered deaths,0
CPWEE1,,2017-11-05,30 to 59,,,88,Number,Registered deaths,0
CPWEE1,,2017-11-05,60 to 79,,,219,Number,Registered deaths,0
CPWEE1,,2017-11-05,80 and over,,,291,Number,Registered deaths,0
CPWEE1,,2017-11-05,Total,,,618,Number,Registered deaths,0
CPWEE1,,2017-11-05,Under 30,,,20,Number,Registered deaths,0
CPWEE1,,2017-11-12,30 to 59,,,75,Number,Registered deaths,0
CPWEE1,,2017-11-12,60 to 79,,,214,Number,Registered deaths,0
CPWEE1,,2017-11-12,80 and over,,,278,Number,Registered deaths,0
CPWEE1,,2017-11-12,Total,,,592,Number,Registered deaths,0
CPWEE1,,2017-11-12,Under 30,,,25,Number,Registered deaths,0
CPWEE1,,2017-11-19,30 to 59,,,57,Number,Registered deaths,0
CPWEE1,,2017-11-19,60 to 79,,,204,Number,Registered deaths,0
CPWEE1,,2017-11-19,80 and over,,,310,Number,Registered deaths,0
CPWEE1,,2017-11-19,Total,,,589,Number,Registered deaths,0
CPWEE1,,2017-11-19,Under 30,,,18,Number,Registered deaths,0
CPWEE1,,2017-11-26,30 to 59,,,71,Number,Registered deaths,0
CPWEE1,,2017-11-26,60 to 79,,,229,Number,Registered deaths,0
CPWEE1,,2017-11-26,80 and over,,,307,Number,Registered deaths,0
CPWEE1,,2017-11-26,Total,,,625,Number,Registered deaths,0
CPWEE1,,2017-11-26,Under 30,,,18,Number,Registered deaths,0
CPWEE1,,2017-12-03,30 to 59,,,60,Number,Registered deaths,0
CPWEE1,,2017-12-03,60 to 79,,,205,Number,Registered deaths,0
CPWEE1,,2017-12-03,80 and over,,,301,Number,Registered deaths,0
CPWEE1,,2017-12-03,Total,,,586,Number,Registered deaths,0
CPWEE1,,2017-12-03,Under 30,,,20,Number,Registered deaths,0
CPWEE1,,2017-12-10,30 to 59,,,57,Number,Registered deaths,0
CPWEE1,,2017-12-10,60 to 79,,,183,Number,Registered deaths,0
CPWEE1,,2017-12-10,80 and over,,,292,Number,Registered deaths,0
CPWEE1,,2017-12-10,Total,,,550,Number,Registered deaths,0
CPWEE1,,2017-12-10,Under 30,,,18,Number,Registered deaths,0
CPWEE1,,2017-12-17,30 to 59,,,59,Number,Registered deaths,0
CPWEE1,,2017-12-17,60 to 79,,,219,Number,Registered deaths,0
CPWEE1,,2017-12-17,80 and over,,,294,Number,Registered deaths,0
CPWEE1,,2017-12-17,Total,,,596,Number,Registered deaths,0
CPWEE1,,2017-12-17,Under 30,,,24,Number,Registered deaths,0
CPWEE1,,2017-12-24,30 to 59,,,77,Number,Registered deaths,0
CPWEE1,,2017-12-24,60 to 79,,,226,Number,Registered deaths,0
CPWEE1,,2017-12-24,80 and over,,,286,Number,Registered deaths,0
CPWEE1,,2017-12-24,Total,,,617,Number,Registered deaths,0
CPWEE1,,2017-12-24,Under 30,,,28,Number,Registered deaths,0
CPWEE1,,2017-12-31,30 to 59,,,87,Number,Registered deaths,0
CPWEE1,,2017-12-31,60 to 79,,,240,Number,Registered deaths,0
CPWEE1,,2017-12-31,80 and over,,,285,Number,Registered deaths,0
CPWEE1,,2017-12-31,Total,,,625,Number,Registered deaths,0
CPWEE1,,2017-12-31,Under 30,,,13,Number,Registered deaths,0
CPWEE1,,2018-01-07,30 to 59,,,77,Number,Registered deaths,0
CPWEE1,,2018-01-07,60 to 79,,,199,Number,Registered deaths,0
CPWEE1,,2018-01-07,80 and over,,,284,Number,Registered deaths,0
CPWEE1,,2018-01-07,Total,,,583,Number,Registered deaths,0
CPWEE1,,2018-01-07,Under 30,,,23,Number,Registered deaths,0
CPWEE1,,2018-01-14,30 to 59,,,75,Number,Registered deaths,0
CPWEE1,,2018-01-14,60 to 79,,,218,Number,Registered deaths,0
CPWEE1,,2018-01-14,80 and over,,,303,Number,Registered deaths,0
CPWEE1,,2018-01-14,Total,,,611,Number,Registered deaths,0
CPWEE1,,2018-01-14,Under 30,,,15,Number,Registered deaths,0
CPWEE1,,2018-01-21,30 to 59,,,70,Number,Registered deaths,0
CPWEE1,,2018-01-21,60 to 79,,,189,Number,Registered deaths,0
CPWEE1,,2018-01-21,80 and over,,,303,Number,Registered deaths,0
CPWEE1,,2018-01-21,Total,,,576,Number,Registered deaths,0
CPWEE1,,2018-01-21,Under 30,,,14,Number,Registered deaths,0
CPWEE1,,2018-01-28,30 to 59,,,89,Number,Registered deaths,0
CPWEE1,,2018-01-28,60 to 79,,,239,Number,Registered deaths,0
CPWEE1,,2018-01-28,80 and over,,,312,Number,Registered deaths,0
CPWEE1,,2018-01-28,Total,,,653,Number,Registered deaths,0
CPWEE1,,2018-01-28,Under 30,,,13,Number,Registered deaths,0
CPWEE1,,2018-02-04,30 to 59,,,78,Number,Registered deaths,0
CPWEE1,,2018-02-04,60 to 79,,,190,Number,Registered deaths,0
CPWEE1,,2018-02-04,80 and over,,,302,Number,Registered deaths,0
CPWEE1,,2018-02-04,Total,,,591,Number,Registered deaths,0
CPWEE1,,2018-02-04,Under 30,,,21,Number,Registered deaths,0
CPWEE1,,2018-02-11,30 to 59,,,77,Number,Registered deaths,0
CPWEE1,,2018-02-11,60 to 79,,,237,Number,Registered deaths,0
CPWEE1,,2018-02-11,80 and over,,,293,Number,Registered deaths,0
CPWEE1,,2018-02-11,Total,,,624,Number,Registered deaths,0
CPWEE1,,2018-02-11,Under 30,,,17,Number,Registered deaths,0
CPWEE1,,2018-02-18,30 to 59,,,62,Number,Registered deaths,0
CPWEE1,,2018-02-18,60 to 79,,,204,Number,Registered deaths,0
CPWEE1,,2018-02-18,80 and over,,,253,Number,Registered deaths,0
CPWEE1,,2018-02-18,Total,,,542,Number,Registered deaths,0
CPWEE1,,2018-02-18,Under 30,,,23,Number,Registered deaths,0
CPWEE1,,2018-02-25,30 to 59,,,78,Number,Registered deaths,0
CPWEE1,,2018-02-25,60 to 79,,,195,Number,Registered deaths,0
CPWEE1,,2018-02-25,80 and over,,,297,Number,Registered deaths,0
CPWEE1,,2018-02-25,Total,,,583,Number,Registered deaths,0
CPWEE1,,2018-02-25,Under 30,,,13,Number,Registered deaths,0
CPWEE1,,2018-03-04,30 to 59,,,78,Number,Registered deaths,0
CPWEE1,,2018-03-04,60 to 79,,,194,Number,Registered deaths,0
CPWEE1,,2018-03-04,80 and over,,,278,Number,Registered deaths,0
CPWEE1,,2018-03-04,Total,,,572,Number,Registered deaths,0
CPWEE1,,2018-03-04,Under 30,,,22,Number,Registered deaths,0
CPWEE1,,2018-03-11,30 to 59,,,80,Number,Registered deaths,0
CPWEE1,,2018-03-11,60 to 79,,,208,Number,Registered deaths,0
CPWEE1,,2018-03-11,80 and over,,,298,Number,Registered deaths,0
CPWEE1,,2018-03-11,Total,,,602,Number,Registered deaths,0
CPWEE1,,2018-03-11,Under 30,,,16,Number,Registered deaths,0
CPWEE1,,2018-03-18,30 to 59,,,61,Number,Registered deaths,0
CPWEE1,,2018-03-18,60 to 79,,,223,Number,Registered deaths,0
CPWEE1,,2018-03-18,80 and over,,,318,Number,Registered deaths,0
CPWEE1,,2018-03-18,Total,,,617,Number,Registered deaths,0
CPWEE1,,2018-03-18,Under 30,,,15,Number,Registered deaths,0
CPWEE1,,2018-03-25,30 to 59,,,70,Number,Registered deaths,0
CPWEE1,,2018-03-25,60 to 79,,,237,Number,Registered deaths,0
CPWEE1,,2018-03-25,80 and over,,,284,Number,Registered deaths,0
CPWEE1,,2018-03-25,Total,,,605,Number,Registered deaths,0
CPWEE1,,2018-03-25,Under 30,,,14,Number,Registered deaths,0
CPWEE1,,2018-04-01,30 to 59,,,79,Number,Registered deaths,0
CPWEE1,,2018-04-01,60 to 79,,,197,Number,Registered deaths,0
CPWEE1,,2018-04-01,80 and over,,,276,Number,Registered deaths,0
CPWEE1,,2018-04-01,Total,,,571,Number,Registered deaths,0
CPWEE1,,2018-04-01,Under 30,,,19,Number,Registered deaths,0
CPWEE1,,2018-04-08,30 to 59,,,71,Number,Registered deaths,0
CPWEE1,,2018-04-08,60 to 79,,,199,Number,Registered deaths,0
CPWEE1,,2018-04-08,80 and over,,,301,Number,Registered deaths,0
CPWEE1,,2018-04-08,Total,,,584,Number,Registered deaths,0
CPWEE1,,2018-04-08,Under 30,,,13,Number,Registered deaths,0
CPWEE1,,2018-04-15,30 to 59,,,81,Number,Registered deaths,0
CPWEE1,,2018-04-15,60 to 79,,,196,Number,Registered deaths,0
CPWEE1,,2018-04-15,80 and over,,,304,Number,Registered deaths,0
CPWEE1,,2018-04-15,Total,,,596,Number,Registered deaths,0
CPWEE1,,2018-04-15,Under 30,,,15,Number,Registered deaths,0
CPWEE1,,2018-04-22,30 to 59,,,87,Number,Registered deaths,0
CPWEE1,,2018-04-22,60 to 79,,,223,Number,Registered deaths,0
CPWEE1,,2018-04-22,80 and over,,,340,Number,Registered deaths,0
CPWEE1,,2018-04-22,Total,,,664,Number,Registered deaths,0
CPWEE1,,2018-04-22,Under 30,,,14,Number,Registered deaths,0
CPWEE1,,2018-04-29,30 to 59,,,73,Number,Registered deaths,0
CPWEE1,,2018-04-29,60 to 79,,,200,Number,Registered deaths,0
CPWEE1,,2018-04-29,80 and over,,,340,Number,Registered deaths,0
CPWEE1,,2018-04-29,Total,,,632,Number,Registered deaths,0
CPWEE1,,2018-04-29,Under 30,,,19,Number,Registered deaths,0
CPWEE1,,2018-05-06,30 to 59,,,72,Number,Registered deaths,0
CPWEE1,,2018-05-06,60 to 79,,,216,Number,Registered deaths,0
CPWEE1,,2018-05-06,80 and over,,,307,Number,Registered deaths,0
CPWEE1,,2018-05-06,Total,,,608,Number,Registered deaths,0
CPWEE1,,2018-05-06,Under 30,,,13,Number,Registered deaths,0
CPWEE1,,2018-05-13,30 to 59,,,75,Number,Registered deaths,0
CPWEE1,,2018-05-13,60 to 79,,,218,Number,Registered deaths,0
CPWEE1,,2018-05-13,80 and over,,,315,Number,Registered deaths,0
CPWEE1,,2018-05-13,Total,,,623,Number,Registered deaths,0
CPWEE1,,2018-05-13,Under 30,,,15,Number,Registered deaths,0
CPWEE1,,2018-05-20,30 to 59,,,62,Number,Registered deaths,0
CPWEE1,,2018-05-20,60 to 79,,,241,Number,Registered deaths,0
CPWEE1,,2018-05-20,80 and over,,,339,Number,Registered deaths,0
CPWEE1,,2018-05-20,Total,,,655,Number,Registered deaths,0
CPWEE1,,2018-05-20,Under 30,,,13,Number,Registered deaths,0
CPWEE1,,2018-05-27,30 to 59,,,80,Number,Registered deaths,0
CPWEE1,,2018-05-27,60 to 79,,,213,Number,Registered deaths,0
CPWEE1,,2018-05-27,80 and over,,,330,Number,Registered deaths,0
CPWEE1,,2018-05-27,Total,,,638,Number,Registered deaths,0
CPWEE1,,2018-05-27,Under 30,,,15,Number,Registered deaths,0
CPWEE1,,2018-06-03,30 to 59,,,90,Number,Registered deaths,0
CPWEE1,,2018-06-03,60 to 79,,,245,Number,Registered deaths,0
CPWEE1,,2018-06-03,80 and over,,,361,Number,Registered deaths,0
CPWEE1,,2018-06-03,Total,,,707,Number,Registered deaths,0
CPWEE1,,2018-06-03,Under 30,,,11,Number,Registered deaths,0
CPWEE1,,2018-06-10,30 to 59,,,59,Number,Registered deaths,0
CPWEE1,,2018-06-10,60 to 79,,,232,Number,Registered deaths,0
CPWEE1,,2018-06-10,80 and over,,,349,Number,Registered deaths,0
CPWEE1,,2018-06-10,Total,,,654,Number,Registered deaths,0
CPWEE1,,2018-06-10,Under 30,,,14,Number,Registered deaths,0
CPWEE1,,2018-06-17,30 to 59,,,59,Number,Registered deaths,0
CPWEE1,,2018-06-17,60 to 79,,,236,Number,Registered deaths,0
CPWEE1,,2018-06-17,80 and over,,,368,Number,Registered deaths,0
CPWEE1,,2018-06-17,Total,,,678,Number,Registered deaths,0
CPWEE1,,2018-06-17,Under 30,,,15,Number,Registered deaths,0
CPWEE1,,2018-06-24,30 to 59,,,73,Number,Registered deaths,0
