ResourceID,Geo,Period,Label1,Label2,Label3,Value,Unit,Measure,Multiplier
CPWEE1,,2015-05-24,Under 30,,,12,Number,Registered deaths,0
CPWEE1,,2015-05-31,30 to 59,,,73,Number,Registered deaths,0
CPWEE1,,2015-05-31,60 to 79,,,197,Number,Registered deaths,0
CPWEE1,,2015-05-31,80 and over,,,313,Number,Registered deaths,0
CPWEE1,,2015-05-31,Total,,,593,Number,Registered deaths,0
CPWEE1,,2015-05-31,Under 30,,,10,Number,Registered deaths,0
CPWEE1,,2015-06-07,30 to 59,,,82,Number,Registered deaths,0
CPWEE1,,2015-06-07,60 to 79,,,205,Number,Registered deaths,0
CPWEE1,,2015-06-07,80 and over,,,327,Number,Registered deaths,0
CPWEE1,,2015-06-07,Total,,,632,Number,Registered deaths,0
CPWEE1,,2015-06-07,Under 30,,,18,Number,Registered deaths,0
CPWEE1,,2015-06-14,30 to 59,,,76,Number,Registered deaths,0
CPWEE1,,2015-06-14,60 to 79,,,216,Number,Registered deaths,0
CPWEE1,,2015-06-14,80 and over,,,320,Number,Registered deaths,0
CPWEE1,,2015-06-14,Total,,,626,Number,Registered deaths,0
CPWEE1,,2015-06-14,Under 30,,,14,Number,Registered deaths,0
CPWEE1,,2015-06-21,30 to 59,,,65,Number,Registered deaths,0
CPWEE1,,2015-06-21,60 to 79,,,229,Number,Registered deaths,0
CPWEE1,,2015-06-21,80 and over,,,328,Number,Registered deaths,0
CPWEE1,,2015-06-21,Total,,,640,Number,Registered deaths,0
CPWEE1,,2015-06-21,Under 30,,,18,Number,Registered deaths,0
CPWEE1,,2015-06-28,30 to 59,,,71,Number,Registered deaths,0
CPWEE1,,2015-06-28,60 to 79,,,199,Number,Registered deaths,0
CPWEE1,,2015-06-28,80 and over,,,334,Number,Registered deaths,0
CPWEE1,,2015-06-28,Total,,,625,Number,Registered deaths,0
CPWEE1,,2015-06-28,Under 30,,,21,Number,Registered deaths,0
CPWEE1,,2015-07-05,30 to 59,,,78,Number,Registered deaths,0
CPWEE1,,2015-07-05,60 to 79,,,225,Number,Registered deaths,0
CPWEE1,,2015-07-05,80 and over,,,331,Number,Registered deaths,0
CPWEE1,,2015-07-05,Total,,,646,Number,Registered deaths,0
CPWEE1,,2015-07-05,Under 30,,,12,Number,Registered deaths,0
CPWEE1,,2015-07-12,30 to 59,,,65,Number,Registered deaths,0
CPWEE1,,2015-07-12,60 to 79,,,230,Number,Registered deaths,0
CPWEE1,,2015-07-12,80 and over,,,355,Number,Registered deaths,0
CPWEE1,,2015-07-12,Total,,,669,Number,Registered deaths,0
CPWEE1,,2015-07-12,Under 30,,,19,Number,Registered deaths,0
CPWEE1,,2015-07-19,30 to 59,,,68,Number,Registered deaths,0
CPWEE1,,2015-07-19,60 to 79,,,217,Number,Registered deaths,0
CPWEE1,,2015-07-19,80 and over,,,384,Number,Registered deaths,0
CPWEE1,,2015-07-19,Total,,,680,Number,Registered deaths,0
CPWEE1,,2015-07-19,Under 30,,,11,Number,Registered deaths,0
CPWEE1,,2015-07-26,30 to 59,,,68,Number,Registered deaths,0
CPWEE1,,2015-07-26,60 to 79,,,227,Number,Registered deaths,0
CPWEE1,,2015-07-26,80 and over,,,396,Number,Registered deaths,0
CPWEE1,,2015-07-26,Total,,,710,Number,Registered deaths,0
CPWEE1,,2015-07-26,Under 30,,,19,Number,Registered deaths,0
CPWEE1,,2015-08-02,30 to 59,,,69,Number,Registered deaths,0
CPWEE1,,2015-08-02,60 to 79,,,234,Number,Registered deaths,0
CPWEE1,,2015-08-02,80 and over,,,407,Number,Registered deaths,0
CPWEE1,,2015-08-02,Total,,,727,Number,Registered deaths,0
CPWEE1,,2015-08-02,Under 30,,,17,Number,Registered deaths,0
CPWEE1,,2015-08-09,30 to 59,,,83,Number,Registered deaths,0
CPWEE1,,2015-08-09,60 to 79,,,243,Number,Registered deaths,0
CPWEE1,,2015-08-09,80 and over,,,375,Number,Registered deaths,0
CPWEE1,,2015-08-09,Total,,,720,Number,Registered deaths,0
CPWEE1,,2015-08-09,Under 30,,,19,Number,Registered deaths,0
CPWEE1,,2015-08-16,30 to 59,,,73,Number,Registered deaths,0
CPWEE1,,2015-08-16,60 to 79,,,229,Number,Registered deaths,0
CPWEE1,,2015-08-16,80 and over,,,406,Number,Registered deaths,0
CPWEE1,,2015-08-16,Total,,,723,Number,Registered deaths,0
CPWEE1,,2015-08-16,Under 30,,,15,Number,Registered deaths,0
CPWEE1,,2015-08-23,30 to 59,,,67,Number,Registered deaths,0
CPWEE1,,2015-08-23,60 to 79,,,222,Number,Registered deaths,0
CPWEE1,,2015-08-23,80 and over,,,357,Number,Registered deaths,0
CPWEE1,,2015-08-23,Total,,,663,Number,Registered deaths,0
CPWEE1,,2015-08-23,Under 30,,,17,Number,Registered deaths,0
CPWEE1,,2015-08-30,30 to 59,,,75,Number,Registered deaths,0
CPWEE1,,2015-08-30,60 to 79,,,199,Number,Registered deaths,0
CPWEE1,,2015-08-30,80 and over,,,376,Number,Registered deaths,0
CPWEE1,,2015-08-30,Total,,,672,Number,Registered deaths,0
CPWEE1,,2015-08-30,Under 30,,,22,Number,Registered deaths,0
CPWEE1,,2015-09-06,30 to 59,,,68,Number,Registered deaths,0
CPWEE1,,2015-09-06,60 to 79,,,207,Number,Registered deaths,0
CPWEE1,,2015-09-06,80 and over,,,376,Number,Registered deaths,0
CPWEE1,,2015-09-06,Total,,,666,Number,Registered deaths,0
CPWEE1,,2015-09-06,Under 30,,,15,Number,Registered deaths,0
CPWEE1,,2015-09-13,30 to 59,,,73,Number,Registered deaths,0
CPWEE1,,2015-09-13,60 to 79,,,235,Number,Registered deaths,0
CPWEE1,,2015-09-13,80 and over,,,339,Number,Registered deaths,0
CPWEE1,,2015-09-13,Total,,,665,Number,Registered deaths,0
CPWEE1,,2015-09-13,Under 30,,,18,Number,Registered deaths,0
CPWEE1,,2015-09-20,30 to 59,,,80,Number,Registered deaths,0
CPWEE1,,2015-09-20,60 to 79,,,232,Number,Registered deaths,0
CPWEE1,,2015-09-20,80 and over,,,360,Number,Registered deaths,0
CPWEE1,,2015-09-20,Total,,,686,Number,Registered deaths,0
CPWEE1,,2015-09-20,Under 30,,,14,Number,Registered deaths,0
CPWEE1,,2015-09-27,30 to 59,,,65,Number,Registered deaths,0
CPWEE1,,2015-09-27,60 to 79,,,216,Number,Registered deaths,0
CPWEE1,,2015-09-27,80 and over,,,351,Number,Registered deaths,0
CPWEE1,,2015-09-27,Total,,,655,Number,Registered deaths,0
CPWEE1,,2015-09-27,Under 30,,,23,Number,Registered deaths,0
CPWEE1,,2015-10-04,30 to 59,,,68,Number,Registered deaths,0
CPWEE1,,2015-10-04,60 to 79,,,210,Number,Registered deaths,0
CPWEE1,,2015-10-04,80 and over,,,304,Number,Registered deaths,0
CPWEE1,,2015-10-04,Total,,,595,Number,Registered deaths,0
CPWEE1,,2015-10-04,Under 30,,,13,Number,Registered deaths,0
CPWEE1,,2015-10-11,30 to 59,,,71,Number,Registered deaths,0
CPWEE1,,2015-10-11,60 to 79,,,239,Number,Registered deaths,0
CPWEE1,,2015-10-11,80 and over,,,313,Number,Registered deaths,0
CPWEE1,,2015-10-11,Total,,,638,Number,Registered deaths,0
CPWEE1,,2015-10-11,Under 30,,,15,Number,Registered deaths,0
CPWEE1,,2015-10-18,30 to 59,,,72,Number,Registered deaths,0
CPWEE1,,2015-10-18,60 to 79,,,202,Number,Registered deaths,0
CPWEE1,,2015-10-18,80 and over,,,296,Number,Registered deaths,0
CPWEE1,,2015-10-18,Total,,,596,Number,Registered deaths,0
CPWEE1,,2015-10-18,Under 30,,,26,Number,Registered deaths,0
CPWEE1,,2015-10-25,30 to 59,,,71,Number,Registered deaths,0
CPWEE1,,2015-10-25,60 to 79,,,210,Number,Registered deaths,0
CPWEE1,,2015-10-25,80 and over,,,300,Number,Registered deaths,0
CPWEE1,,2015-10-25,Total,,,596,Number,Registered deaths,0
CPWEE1,,2015-10-25,Under 30,,,15,Number,Registered deaths,0
CPWEE1,,2015-11-01,30 to 59,,,59,Number,Registered deaths,0
CPWEE1,,2015-11-01,60 to 79,,,205,Number,Registered deaths,0
CPWEE1,,2015-11-01,80 and over,,,328,Number,Registered deaths,0
CPWEE1,,2015-11-01,Total,,,606,Number,Registered deaths,0
CPWEE1,,2015-11-01,Under 30,,,14,Number,Registered deaths,0
CPWEE1,,2015-11-08,30 to 59,,,67,Number,Registered deaths,0
CPWEE1,,2015-11-08,60 to 79,,,195,Number,Registered deaths,0
CPWEE1,,2015-11-08,80 and over,,,342,Number,Registered deaths,0
CPWEE1,,2015-11-08,Total,,,624,Number,Registered deaths,0
CPWEE1,,2015-11-08,Under 30,,,20,Number,Registered deaths,0
CPWEE1,,2015-11-15,30 to 59,,,65,Number,Registered deaths,0
CPWEE1,,2015-11-15,60 to 79,,,181,Number,Registered deaths,0
CPWEE1,,2015-11-15,80 and over,,,289,Number,Registered deaths,0
CPWEE1,,2015-11-15,Total,,,545,Number,Registered deaths,0
CPWEE1,,2015-11-15,Under 30,,,10,Number,Registered deaths,0
CPWEE1,,2015-11-22,30 to 59,,,65,Number,Registered deaths,0
CPWEE1,,2015-11-22,60 to 79,,,236,Number,Registered deaths,0
CPWEE1,,2015-11-22,80 and over,,,296,Number,Registered deaths,0
CPWEE1,,2015-11-22,Total,,,613,Number,Registered deaths,0
CPWEE1,,2015-11-22,Under 30,,,16,Number,Registered deaths,0
CPWEE1,,2015-11-29,30 to 59,,,64,Number,Registered deaths,0
CPWEE1,,2015-11-29,60 to 79,,,198,Number,Registered deaths,0
CPWEE1,,2015-11-29,80 and over,,,273,Number,Registered deaths,0
CPWEE1,,2015-11-29,Total,,,546,Number,Registered deaths,0
CPWEE1,,2015-11-29,Under 30,,,11,Number,Registered deaths,0
CPWEE1,,2015-12-06,30 to 59,,,81,Number,Registered deaths,0
CPWEE1,,2015-12-06,60 to 79,,,221,Number,Registered deaths,0
CPWEE1,,2015-12-06,80 and over,,,279,Number,Registered deaths,0
CPWEE1,,2015-12-06,Total,,,603,Number,Registered deaths,0
CPWEE1,,2015-12-06,Under 30,,,22,Number,Registered deaths,0
CPWEE1,,2015-12-13,30 to 59,,,56,Number,Registered deaths,0
CPWEE1,,2015-12-13,60 to 79,,,209,Number,Registered deaths,0
CPWEE1,,2015-12-13,80 and over,,,292,Number,Registered deaths,0
CPWEE1,,2015-12-13,Total,,,575,Number,Registered deaths,0
CPWEE1,,2015-12-13,Under 30,,,18,Number,Registered deaths,0
CPWEE1,,2015-12-20,30 to 59,,,62,Number,Registered deaths,0
CPWEE1,,2015-12-20,60 to 79,,,199,Number,Registered deaths,0
CPWEE1,,2015-12-20,80 and over,,,259,Number,Registered deaths,0
CPWEE1,,2015-12-20,Total,,,537,Number,Registered deaths,0
CPWEE1,,2015-12-20,Under 30,,,17,Number,Registered deaths,0
CPWEE1,,2015-12-27,30 to 59,,,65,Number,Registered deaths,0
CPWEE1,,2015-12-27,60 to 79,,,183,Number,Registered deaths,0
CPWEE1,,2015-12-27,80 and over,,,293,Number,Registered deaths,0
CPWEE1,,2015-12-27,Total,,,567,Number,Registered deaths,0
CPWEE1,,2015-12-27,Under 30,,,26,Number,Registered deaths,0
CPWEE1,,2016-01-03,30 to 59,,,66,Number,Registered deaths,0
CPWEE1,,2016-01-03,60 to 79,,,213,Number,Registered deaths,0
CPWEE1,,2016-01-03,80 and over,,,284,Number,Registered deaths,0
CPWEE1,,2016-01-03,Total,,,575,Number,Registered deaths,0
CPWEE1,,2016-01-03,Under 30,,,12,Number,Registered deaths,0
CPWEE1,,2016-01-10,30 to 59,,,76,Number,Registered deaths,0
CPWEE1,,2016-01-10,60 to 79,,,201,Number,Registered deaths,0
CPWEE1,,2016-01-10,80 and over,,,270,Number,Registered deaths,0
CPWEE1,,2016-01-10,Total,,,564,Number,Registered deaths,0
CPWEE1,,2016-01-10,Under 30,,,17,Number,Registered deaths,0
CPWEE1,,2016-01-17,30 to 59,,,60,Number,Registered deaths,0
CPWEE1,,2016-01-17,60 to 79,,,193,Number,Registered deaths,0
CPWEE1,,2016-01-17,80 and over,,,285,Number,Registered deaths,0
CPWEE1,,2016-01-17,Total,,,558,Number,Registered deaths,0
CPWEE1,,2016-01-17,Under 30,,,20,Number,Registered deaths,0
CPWEE1,,2016-01-24,30 to 59,,,72,Number,Registered deaths,0
CPWEE1,,2016-01-24,60 to 79,,,167,Number,Registered deaths,0
CPWEE1,,2016-01-24,80 and over,,,261,Number,Registered deaths,0
CPWEE1,,2016-01-24,Total,,,519,Number,Registered deaths,0
CPWEE1,,2016-01-24,Under 30,,,19,Number,Registered deaths,0
CPWEE1,,2016-01-31,30 to 59,,,61,Number,Registered deaths,0
CPWEE1,,2016-01-31,60 to 79,,,193,Number,Registered deaths,0
CPWEE1,,2016-01-31,80 and over,,,272,Number,Registered deaths,0
CPWEE1,,2016-01-31,Total,,,541,Number,Registered deaths,0
CPWEE1,,2016-01-31,Under 30,,,15,Number,Registered deaths,0
CPWEE1,,2016-02-07,30 to 59,,,79,Number,Registered deaths,0
CPWEE1,,2016-02-07,60 to 79,,,200,Number,Registered deaths,0
CPWEE1,,2016-02-07,80 and over,,,260,Number,Registered deaths,0
CPWEE1,,2016-02-07,Total,,,552,Number,Registered deaths,0
CPWEE1,,2016-02-07,Under 30,,,13,Number,Registered deaths,0
CPWEE1,,2016-02-14,30 to 59,,,65,Number,Registered deaths,0
CPWEE1,,2016-02-14,60 to 79,,,180,Number,Registered deaths,0
CPWEE1,,2016-02-14,80 and over,,,264,Number,Registered deaths,0
CPWEE1,,2016-02-14,Total,,,523,Number,Registered deaths,0
CPWEE1,,2016-02-14,Under 30,,,14,Number,Registered deaths,0
CPWEE1,,2016-02-21,30 to 59,,,59,Number,Registered deaths,0
CPWEE1,,2016-02-21,60 to 79,,,175,Number,Registered deaths,0
CPWEE1,,2016-02-21,80 and over,,,269,Number,Registered deaths,0
CPWEE1,,2016-02-21,Total,,,517,Number,Registered deaths,0
CPWEE1,,2016-02-21,Under 30,,,14,Number,Registered deaths,0
CPWEE1,,2016-02-28,30 to 59,,,82,Number,Registered deaths,0
CPWEE1,,2016-02-28,60 to 79,,,199,Number,Registered deaths,0
CPWEE1,,2016-02-28,80 and over,,,267,Number,Registered deaths,0
CPWEE1,,2016-02-28,Total,,,568,Number,Registered deaths,0
CPWEE1,,2016-02-28,Under 30,,,20,Number,Registered deaths,0
CPWEE1,,2016-03-06,30 to 59,,,78,Number,Registered deaths,0
CPWEE1,,2016-03-06,60 to 79,,,175,Number,Registered deaths,0
CPWEE1,,2016-03-06,80 and over,,,260,Number,Registered deaths,0
CPWEE1,,2016-03-06,Total,,,534,Number,Registered deaths,0
CPWEE1,,2016-03-06,Under 30,,,21,Number,Registered deaths,0
CPWEE1,,2016-03-13,30 to 59,,,79,Number,Registered deaths,0
CPWEE1,,2016-03-13,60 to 79,,,168,Number,Registered deaths,0
CPWEE1,,2016-03-13,80 and over,,,253,Number,Registered deaths,0
CPWEE1,,2016-03-13,Total,,,511,Number,Registered deaths,0
CPWEE1,,2016-03-13,Under 30,,,11,Number,Registered deaths,0
CPWEE1,,2016-03-20,30 to 59,,,68,Number,Registered deaths,0
CPWEE1,,2016-03-20,60 to 79,,,174,Number,Registered deaths,0
CPWEE1,,2016-03-20,80 and over,,,267,Number,Registered deaths,0
CPWEE1,,2016-03-20,Total,,,525,Number,Registered deaths,0
CPWEE1,,2016-03-20,Under 30,,,16,Number,Registered deaths,0
CPWEE1,,2016-03-27,30 to 59,,,62,Number,Registered deaths,0
CPWEE1,,2016-03-27,60 to 79,,,193,Number,Registered deaths,0
CPWEE1,,2016-03-27,80 and over,,,249,Number,Registered deaths,0
CPWEE1,,2016-03-27,Total,,,515,Number,Registered deaths,0
CPWEE1,,2016-03-27,Under 30,,,11,Number,Registered deaths,0
CPWEE1,,2016-04-03,30 to 59,,,85,Number,Registered deaths,0
CPWEE1,,2016-04-03,60 to 79,,,210,Number,Registered deaths,0
CPWEE1,,2016-04-03,80 and over,,,278,Number,Registered deaths,0
CPWEE1,,2016-04-03,Total,,,590,Number,Registered deaths,0
CPWEE1,,2016-04-03,Under 30,,,17,Number,Registered deaths,0
CPWEE1,,2016-04-10,30 to 59,,,66,Number,Registered deaths,0
CPWEE1,,2016-04-10,60 to 79,,,204,Number,Registered deaths,0
CPWEE1,,2016-04-10,80 and over,,,268,Number,Registered deaths,0
CPWEE1,,2016-04-10,Total,,,551,Number,Registered deaths,0
CPWEE1,,2016-04-10,Under 30,,,13,Number,Registered deaths,0
CPWEE1,,2016-04-17,30 to 59,,,64,Number,Registered deaths,0
CPWEE1,,2016-04-17,60 to 79,,,217,Number,Registered deaths,0
CPWEE1,,2016-04-17,80 and over,,,253,Number,Registered deaths,0
CPWEE1,,2016-04-17,Total,,,546,Number,Registered deaths,0
CPWEE1,,2016-04-17,Under 30,,,12,Number,Registered deaths,0
CPWEE1,,2016-04-24,30 to 59,,,73,Number,Registered deaths,0
CPWEE1,,2016-04-24,60 to 79,,,198,Number,Registered deaths,0
CPWEE1,,2016-04-24,80 and over,,,293,Number,Registered deaths,0
CPWEE1,,2016-04-24,Total,,,581,Number,Registered deaths,0
CPWEE1,,2016-04-24,Under 30,,,17,Number,Registered deaths,0
CPWEE1,,2016-05-01,30 to 59,,,74,Number,Registered deaths,0
CPWEE1,,2016-05-01,60 to 79,,,180,Number,Registered deaths,0
CPWEE1,,2016-05-01,80 and over,,,288,Number,Registered deaths,0
CPWEE1,,2016-05-01,Total,,,554,Number,Registered deaths,0
CPWEE1,,2016-05-01,Under 30,,,12,Number,Registered deaths,0
CPWEE1,,2016-05-08,30 to 59,,,69,Number,Registered deaths,0
CPWEE1,,2016-05-08,60 to 79,,,205,Number,Registered deaths,0
CPWEE1,,2016-05-08,80 and over,,,310,Number,Registered deaths,0
CPWEE1,,2016-05-08,Total,,,599,Number,Registered deaths,0
CPWEE1,,2016-05-08,Under 30,,,15,Number,Registered deaths,0
CPWEE1,,2016-05-15,30 to 59,,,68,Number,Registered deaths,0
CPWEE1,,2016-05-15,60 to 79,,,220,Number,Registered deaths,0
CPWEE1,,2016-05-15,80 and over,,,310,Number,Registered deaths,0
CPWEE1,,2016-05-15,Total,,,620,Number,Registered deaths,0
CPWEE1,,2016-05-15,Under 30,,,22,Number,Registered deaths,0
CPWEE1,,2016-05-22,30 to 59,,,69,Number,Registered deaths,0
CPWEE1,,2016-05-22,60 to 79,,,200,Number,Registered deaths,0
CPWEE1,,2016-05-22,80 and over,,,292,Number,Registered deaths,0
CPWEE1,,2016-05-22,Total,,,575,Number,Registered deaths,0
CPWEE1,,2016-05-22,Under 30,,,14,Number,Registered deaths,0
CPWEE1,,2016-05-29,30 to 59,,,56,Number,Registered deaths,0
CPWEE1,,2016-05-29,60 to 79,,,216,Number,Registered deaths,0
CPWEE1,,2016-05-29,80 and over,,,307,Number,Registered deaths,0
CPWEE1,,2016-05-29,Total,,,599,Number,Registered deaths,0
CPWEE1,,2016-05-29,Under 30,,,20,Number,Registered deaths,0
CPWEE1,,2016-06-05,30 to 59,,,77,Number,Registered deaths,0
CPWEE1,,2016-06-05,60 to 79,,,207,Number,Registered deaths,0
CPWEE1,,2016-06-05,80 and over,,,299,Number,Registered deaths,0
CPWEE1,,2016-06-05,Total,,,594,Number,Registered deaths,0
CPWEE1,,2016-06-05,Under 30,,,11,Number,Registered deaths,0
CPWEE1,,2016-06-12,30 to 59,,,96,Number,Registered deaths,0
CPWEE1,,2016-06-12,60 to 79,,,236,Number,Registered deaths,0
CPWEE1,,2016-06-12,80 and over,,,334,Number,Registered deaths,0
CPWEE1,,2016-06-12,Total,,,677,Number,Registered deaths,0
CPWEE1,,2016-06-12,Under 30,,,11,Number,Registered deaths,0
CPWEE1,,2016-06-19,30 to 59,,,82,Number,Registered deaths,0
CPWEE1,,2016-06-19,60 to 79,,,175,Number,Registered deaths,0
CPWEE1,,2016-06-19,80 and over,,,329,Number,Registered deaths,0
CPWEE1,,2016-06-19,Total,,,608,Number,Registered deaths,0
CPWEE1,,2016-06-19,Under 30,,,22,Number,Registered deaths,0
CPWEE1,,2016-06-26,30 to 59,,,72,Number,Registered deaths,0
CPWEE1,,2016-06-26,60 to 79,,,210,Number,Registered deaths,0
CPWEE1,,2016-06-26,80 and over,,,335,Number,Registered deaths,0
CPWEE1,,2016-06-26,Total,,,633,Number,Registered deaths,0
CPWEE1,,2016-06-26,Under 30,,,16,Number,Registered deaths,0
CPWEE1,,2016-07-03,30 to 59,,,82,Number,Registered deaths,0
CPWEE1,,2016-07-03,60 to 79,,,209,Number,Registered deaths,0
CPWEE1,,2016-07-03,80 and over,,,321,Number,Registered deaths,0
CPWEE1,,2016-07-03,Total,,,627,Number,Registered deaths,0
CPWEE1,,2016-07-03,Under 30,,,15,Number,Registered deaths,0
CPWEE1,,2016-07-10,30 to 59,,,71,Number,Registered deaths,0
CPWEE1,,2016-07-10,60 to 79,,,202,Number,Registered deaths,0
CPWEE1,,2016-07-10,80 and over,,,342,Number,Registered deaths,0
CPWEE1,,2016-07-10,Total,,,633,Number,Registered deaths,0
CPWEE1,,2016-07-10,Under 30,,,18,Number,Registered deaths,0
CPWEE1,,2016-07-17,30 to 59,,,74,Number,Registered deaths,0
CPWEE1,,2016-07-17,60 to 79,,,237,Number,Registered deaths,0
CPWEE1,,2016-07-17,80 and over,,,364,Number,Registered deaths,0
CPWEE1,,2016-07-17,Total,,,688,Number,Registered deaths,0
CPWEE1,,2016-07-17,Under 30,,,13,Number,Registered deaths,0
CPWEE1,,2016-07-24,30 to 59,,,76,Number,Registered deaths,0
CPWEE1,,2016-07-24,60 to 79,,,208,Number,Registered deaths,0
CPWEE1,,2016-07-24,80 and over,,,362,Number,Registered deaths,0
CPWEE1,,2016-07-24,Total,,,666,Number,Registered deaths,0
CPWEE1,,2016-07-24,Under 30,,,20,Number,Registered deaths,0
CPWEE1,,2016-07-31,30 to 59,,,79,Number,Registered deaths,0
CPWEE1,,2016-07-31,60 to 79,,,216,Number,Registered deaths,0
CPWEE1,,2016-07-31,80 and over,,,347,Number,Registered deaths,0
CPWEE1,,2016-07-31,Total,,,656,Number,Registered deaths,0
CPWEE1,,2016-07-31,Under 30,,,14,Number,Registered deaths,0
CPWEE1,,2016-08-07,30 to 59,,,72,Number,Registered deaths,0
CPWEE1,,2016-08-07,60 to 79,,,217,Number,Registered deaths,0
CPWEE1,,2016-08-07,80 and over,,,341,Number,Registered deaths,0
CPWEE1,,2016-08-07,Total,,,651,Number,Registered deaths,0
CPWEE1,,2016-08-07,Under 30,,,21,Number,Registered deaths,0
CPWEE1,,2016-08-14,30 to 59,,,75,Number,Registered deaths,0
CPWEE1,,2016-08-14,60 to 79,,,215,Number,Registered deaths,0
CPWEE1,,2016-08-14,80 and over,,,393,Number,Registered deaths,0
CPWEE1,,2016-08-14,Total,,,698,Number,Registered deaths,0
CPWEE1,,2016-08-14,Under 30,,,15,Number,Registered deaths,0
CPWEE1,,2016-08-21,30 to 59,,,76,Number,Registered deaths,0
CPWEE1,,2016-08-21,60 to 79,,,204,Number,Registered deaths,0
CPWEE1,,2016-08-21,80 and over,,,410,Number,Registered deaths,0
CPWEE1,,2016-08-21,Total,,,710,Number,Registered deaths,0
CPWEE1,,2016-08-21,Under 30,,,20,Number,Registered deaths,0
CPWEE1,,2016-08-28,30 to 59,,,62,Number,Registered deaths,0
CPWEE1,,2016-08-28,60 to 79,,,209,Number,Registered deaths,0
CPWEE1,,2016-08-28,80 and over,,,374,Number,Registered deaths,0
CPWEE1,,2016-08-28,Total,,,665,Number,Registered deaths,0
CPWEE1,,2016-08-28,Under 30,,,20,Number,Registered deaths,0
CPWEE1,,2016-09-04,30 to 59,,,78,Number,Registered deaths,0
CPWEE1,,2016-09-04,60 to 79,,,200,Number,Registered deaths,0
CPWEE1,,2016-09-04,80 and over,,,348,Number,Registered deaths,0
CPWEE1,,2016-09-04,Total,,,644,Number,Registered deaths,0
CPWEE1,,2016-09-04,Under 30,,,18,Number,Registered deaths,0
CPWEE1,,2016-09-11,30 to 59,,,64,Number,Registered deaths,0
CPWEE1,,2016-09-11,60 to 79,,,218,Number,Registered deaths,0
CPWEE1,,2016-09-11,80 and over,,,326,Number,Registered deaths,0
CPWEE1,,2016-09-11,Total,,,616,Number,Registered deaths,0
CPWEE1,,2016-09-11,Under 30,,,8,Number,Registered deaths,0
CPWEE1,,2016-09-18,30 to 59,,,71,Number,Registered deaths,0
CPWEE1,,2016-09-18,60 to 79,,,242,Number,Registered deaths,0
CPWEE1,,2016-09-18,80 and over,,,353,Number,Registered deaths,0
